description,category,urgency_score,urgency_level,location_type,category_label,urgency_label,text_length
"Road divider covered with spray-painted tags on a highway, the public facility is unsafe to use.",vandalism,7.0,high,highway,8,1,16
"Cargo vans blocking a market loading area, deliveries and shoppers are delayed.",illegal_parking,6.5,high,market,3,1,12
"No-entry sign fallen into a drain near a hospital, drivers are taking wrong turns and causing traffic.",road_damaged_sign,6.0,medium,hospital,6,3,17
"Footpath drain giving off a strong smell since yesterday, nearby residents cannot open windows.",drainage,5.5,medium,residential,1,3,14
"Minibuses parked along a highway shoulder since yesterday, fast traffic is swerving around them.",illegal_parking,8.5,high,highway,3,1,14
"Junction sign hanging from one bolt near an industrial road, vehicles are entering from conflicting directions.",road_damaged_sign,9.0,critical,industrial,6,0,16
"Main sewer line leaking near a hospital since yesterday, dirty water is crossing the entrance.",drainage,8.0,high,hospital,1,1,15
"The highway shoulder is badly damaged and contains loose concrete pieces that could affect traffic, near nearby homes.",infrastructure,6.0,medium,residential,4,3,18
"Covered drain overflowing near a school since yesterday, children are walking through dirty water.",drainage,8.5,high,school,1,1,14
There are several damaged spots and potholes along the street. Several motorcycles are avoiding the same spot.,pothole,7.0,high,residential,5,1,17
"Minibuses left beside a no-parking sign since yesterday, traffic is moving slowly.",illegal_parking,5.0,medium,commercial,3,3,12
"Road divider marked with offensive words on a highway, the damage may worsen without repair.",vandalism,5.0,medium,highway,8,3,15
"Stop sign hidden by branches on a residential road, traffic slows while drivers confirm the route.",road_damaged_sign,4.0,low,residential,6,2,16
"No-entry sign missing from its pole near a hospital, vehicles are entering from conflicting directions.",road_damaged_sign,8.5,high,hospital,6,1,15
"School boundary wall damaged with permanent marker near an industrial road, children can see inappropriate language.",vandalism,6.0,medium,industrial,8,3,16
Food containers scattered near the shops at the warehouse.,trash,5.5,medium,industrial,7,3,9
"Roadside drain blocked on the highway after recent rain, waterlogging is slowing heavy traffic.",drainage,8.0,high,highway,1,1,14
The road needs repair because of a pothole. The damaged section is affecting normal traffic.,pothole,9.0,critical,market,5,0,15
The public bin is full and people are putting bags beside it. The waste is close to the walking path.,garbage,7.5,high,residential,2,1,20
"Roadwork sign cracked with a loose edge on a highway, drivers cannot confirm the speed restriction.",road_damaged_sign,5.5,medium,highway,6,3,16
"Household garbage has accumulated near the entrance of several houses and is becoming difficult to manage, beside the public access route.",domestic_trash,8.0,high,public,0,1,21
"School buses blocking a hospital entrance, ambulances are delayed.",illegal_parking,9.5,critical,hospital,3,0,9
"Rubbish has been dumped near the hospital access road and is obstructing part of the walkway, near the school entrance.",trash,3.0,low,school,7,2,20
Waste is blocking part of the footpath. Rain is washing some of the waste onto the road.,garbage,7.0,high,residential,2,1,17
There is waste scattered near the roadside and it needs to be collected. Flies are gathering around the waste.,garbage,5.5,medium,school,2,3,19
"A broken concrete barrier has fallen partly onto the road and is creating a traffic hazard, along the commercial street.",infrastructure,3.0,low,commercial,4,2,20
Household rubbish blocking the pavement on the highway.,domestic_trash,2.5,low,highway,0,2,8
"Hospital direction sign knocked down in Bhaktapur, ambulances are missing the correct access road.",road_damaged_sign,8.5,high,school,6,1,14
"Bus-stop sign covered by posters in a commercial area, buses are stopping in the traffic lane.",road_damaged_sign,7.0,high,commercial,6,1,16
Garbage has been left in an open place and is spreading around. People are avoiding that part of the street.,garbage,5.0,medium,market,2,3,20
The waste area is attracting flies and has a strong smell. The waste is making the area unpleasant.,garbage,8.5,high,school,2,1,18
"Government vehicles blocking a public bus stop, buses are stopping in the traffic lane.",illegal_parking,7.0,high,commercial,3,1,14
Food containers scattered near the shops beside the school.,trash,8.5,high,school,7,1,9
The road has a damaged patch with a noticeable hole. Drivers have to brake suddenly when they notice it.,pothole,5.0,medium,market,5,3,19
"Loose domestic rubbish has been blown across the street and into the drainage area after strong wind, near the community area.",domestic_trash,8.5,high,public,0,1,21
The road surface has broken away and left a hole. Vehicles are swerving to avoid the hole.,pothole,6.5,high,hospital,5,1,17
The public bin is full and people are putting bags beside it. The bin is too full to hold more waste.,garbage,5.5,medium,school,2,3,21
Garbage is piling up near the footpath and making it difficult to pass. The collection vehicle has not come recently.,garbage,9.5,critical,residential,2,0,20
"Junction sign painted over in Ghorahi, vehicles are entering from conflicting directions.",road_damaged_sign,9.5,critical,industrial,6,0,12
"Health-post wall badly scratched near an industrial road, emergency information is partly blocked.",vandalism,8.0,high,industrial,8,1,13
There is rubbish around the road and it needs cleaning. The garbage is increasing day by day.,garbage,5.0,medium,market,2,3,17
Uncollected trash piling up outside homes in the business area.,domestic_trash,4.5,medium,commercial,0,3,10
"पानी जम्मा भएर अस्पताल को बाटो डुब्न थाल्यो, गाडीहरू अड्किएका छन्। छिटो मर्मत गर्नुपर्यो।",drainage,8.8,critical,hospital,1,0,14
"Construction vehicles left beside a no-parking sign since yesterday, traffic is moving slowly.",illegal_parking,6.0,medium,commercial,3,3,13
"Waste enclosure covered with spray-painted tags near a market, residents have requested cleaning.",vandalism,4.0,low,market,8,2,13
"Domestic waste has been dumped beside the residential lane instead of being placed at the collection point, near the school entrance.",domestic_trash,3.0,low,school,0,2,21
"Speed-limit sign covered by posters in a commercial area, vehicles are entering the work area too fast.",road_damaged_sign,9.0,critical,commercial,6,0,17
"Pickup vehicles blocking a hospital entrance, ambulances are delayed.",illegal_parking,9.0,critical,hospital,3,0,9
बाटोको किनारा धेरै ठाउँबाट खस्केर बजार मा खतरा भएको छ। छिटो मर्मत गर्नुपर्यो।,infrastructure,8.3,high,market,4,1,13
The pothole is filled with rainwater and its depth is hard to see. It is a small hole and vehicles can still pass normally.,pothole,3.5,low,hospital,5,2,24
There is rubbish around the road and it needs cleaning. It is mostly a small amount of dry waste.,garbage,3.0,low,school,2,2,19
"Junction sign turned toward the wrong road in Ghorahi, traffic slows while drivers confirm the route.",road_damaged_sign,4.0,low,industrial,6,2,16
Garbage has been left in an open place and is spreading around. The collection vehicle has not come recently.,garbage,3.5,low,hospital,2,2,19
"School buses left over a zebra crossing, pedestrians are walking into traffic.",illegal_parking,7.5,high,public,3,1,12
"Parking restriction sign cracked with a loose edge near a hospital, drivers cannot identify the restricted section.",road_damaged_sign,5.0,medium,hospital,6,3,17
"Market drain overflowing near a school, children are walking through dirty water.",drainage,7.5,high,school,1,1,12
"Open drain collapsed beside the road after recent rain, pedestrians could fall into the opening.",drainage,9.0,critical,public,1,0,15
"Main sewer line blocked with plastic waste after recent rain, rainwater is flooding the road.",drainage,8.0,high,residential,1,1,15
The road needs repair because of a pothole. It has been there for a few days.,pothole,3.0,low,residential,5,2,16
"Community hall covered with spray-painted tags in a commercial area, the markings are small but visible.",vandalism,3.0,low,commercial,8,2,16
The road has a deep hole that drivers need to avoid. Water collects inside the hole after rain.,pothole,8.5,high,market,5,1,18
Loose paving blocks near the entrance on the residential lane.,infrastructure,7.5,high,residential,4,1,10
"Culvert breeding mosquitoes, the area has an increased disease risk.",drainage,7.5,high,residential,1,1,10
"Rubbish piled up beside the walkway, near the warehouse.",trash,5.5,medium,industrial,7,3,9
"Community drain giving off a strong smell, nearby residents cannot open windows.",drainage,6.0,medium,residential,1,3,12
"Storm-water drain breeding mosquitoes, the area has an increased disease risk.",drainage,7.0,high,residential,1,1,11
People are throwing waste in the open area and the pile is getting bigger. Some bags have been torn open.,garbage,8.0,high,school,2,1,20
A pothole is making the road difficult to use at night. Several motorcycles are avoiding the same spot.,pothole,5.5,medium,residential,5,3,18
"Residential drain overflowing near a school after recent rain, children are walking through dirty water.",drainage,8.0,high,school,1,1,15
The pothole is making it uncomfortable for people riding motorcycles. The road surface around it is also damaged.,pothole,8.0,high,market,5,1,18
"Taxis parked fully on the footpath, pedestrians are forced onto the road.",illegal_parking,8.0,high,residential,3,1,12
"Public water tap badly scratched in a public area, the damage may worsen without repair.",vandalism,5.0,medium,public,8,3,15
There is a hole near the edge of the road where motorcycles pass. The damaged section is making traffic slower.,pothole,8.0,high,market,5,1,20
"Stop sign hanging from one bolt on a residential road, traffic slows while drivers confirm the route.",road_damaged_sign,4.5,medium,residential,6,3,17
एम्बुलेन्स र आकस्मिक गाडी विद्यालय बाट जान नसक्ने भएको छ। मानिसहरूलाई धेरै समस्या भएको छ।,illegal_parking,8.8,critical,school,3,0,15
"Footpath drain overflowing near a school, children are walking through dirty water.",drainage,8.5,high,school,1,1,12
Collapsed drain leaving an open gap at the warehouse.,infrastructure,9.5,high,industrial,4,1,9
"Private cars parked across a school gate after recent rain, children are entering through traffic.",illegal_parking,7.5,high,school,3,1,15
"Footbridge railing left with broken tiles on a residential road, sharp parts are exposed beside pedestrians.",vandalism,8.5,high,residential,8,1,16
The roadside drain has collapsed and left a deep open gap beside the pedestrian route near the warehouse area.,infrastructure,2.5,low,industrial,4,2,19
"Road divider left with broken tiles on a highway, sharp parts are exposed beside pedestrians.",vandalism,8.5,high,highway,8,1,15
"Public notice board damaged with permanent marker in a commercial area, visitors are using the wrong entrance.",vandalism,7.0,high,commercial,8,1,17
"School-side drain damaged near a commercial area, wastewater is spreading on the footpath.",drainage,6.5,high,commercial,1,1,13
"Ward-office gate damaged with permanent marker near a hospital, visitors are using the wrong entrance.",vandalism,7.0,high,hospital,8,1,15
सार्वजनिक पर्खाल अस्पताल मा तोडफोड भएको छ। मानिसहरूलाई धेरै समस्या भएको छ।,vandalism,8.6,critical,hospital,8,0,12
"Pickup vehicles left over a zebra crossing in Nepalgunj, pedestrians are walking into traffic.",illegal_parking,8.0,high,public,3,1,14
"Construction vehicles blocking a market loading area since yesterday, deliveries and shoppers are delayed.",illegal_parking,6.5,high,market,3,1,14
There is a pile of household waste beside the road. The waste is close to a drain and is affecting water flow.,garbage,7.5,high,residential,2,1,22
"Household waste has been left beside the road for several days and is attracting insects and stray animals, along the student walkway.",domestic_trash,4.0,medium,school,0,3,22
"Junction sign faded and unreadable near an industrial road, drivers are taking wrong turns and causing traffic.",road_damaged_sign,7.0,high,industrial,6,1,17
"Animal-crossing sign fallen into a drain in a public area, vehicles are swerving to avoid animals.",road_damaged_sign,7.5,high,public,6,1,16
Garbage has been left in an open place and is spreading around. People are asking for collection soon.,garbage,5.5,medium,school,2,3,18
"Community hall scraped across the surface in a commercial area, the markings are small but visible.",vandalism,2.5,low,commercial,8,2,16
"One-way sign turned toward the wrong road near a school, drivers are taking wrong turns and causing traffic.",road_damaged_sign,6.5,high,school,6,1,18
Household garbage has accumulated near the entrance of several houses and is becoming difficult to manage outside several houses.,domestic_trash,6.5,medium,residential,0,3,19
Broken barrier blocking part of the road at the hospital.,infrastructure,9.5,high,hospital,4,1,10
"Bus-stop sign bent away from traffic in a commercial area, passengers are stepping into moving traffic.",road_damaged_sign,8.0,high,commercial,6,1,16
Cracked pavement creating a trip hazard beside the school.,infrastructure,6.5,medium,school,4,3,9
"Public water tap covered with political slogans in a public area, the damage may worsen without repair.",vandalism,4.5,medium,public,8,3,17
नो पार्किङ जोनमा पनि बजार मा गाडीहरू पार्किङ गरेका छन्। छिटो कारबाही गर्नुपर्यो।,illegal_parking,8.1,high,market,3,1,13
"A large crack has developed across the concrete pavement, creating a serious trip hazard for pedestrians, outside several houses.",infrastructure,9.8,high,residential,4,1,19
"A section of concrete near the hospital entrance has broken apart and is obstructing pedestrian access, along the commercial street.",infrastructure,8.5,high,commercial,4,1,20
Mixed litter has collected around a public waste container and is attracting insects and stray animals.,trash,8.0,high,industrial,7,1,16
"Discarded household waste is scattered around the neighborhood and creating a visible sanitation problem, near the main road junction.",domestic_trash,4.5,medium,highway,0,3,19
"Public bin overflowing onto the pavement, on the highway.",trash,4.5,medium,highway,7,3,9
"Junction sign painted over near an industrial road, drivers are taking wrong turns and causing traffic.",road_damaged_sign,7.0,high,industrial,6,1,16
"The pedestrian crossing surface is cracked and uneven, creating a risk for people crossing the road outside several houses.",infrastructure,8.0,high,residential,4,1,19
"Junction sign hidden by branches near an industrial road, traffic slows while drivers confirm the route.",road_damaged_sign,3.5,low,industrial,6,2,16
"Public water tap covered with political slogans in a public area, the public facility is unsafe to use.",vandalism,7.0,high,public,8,1,18
"Temple wall covered with pasted flyers on a highway, visitors have complained about disrespect.",vandalism,7.0,high,highway,8,1,14
A large pile of rubbish has been left beside the roadside near a frequently used pedestrian route near the community area.,trash,9.5,high,public,7,1,21
The garbage bin is full and waste is falling onto the ground. The waste is close to the walking path.,garbage,5.5,medium,hospital,2,3,20
Mixed litter blocking the footpath at the warehouse.,trash,8.0,high,industrial,7,1,8
सार्वजनिक पर्खाल व्यापारिक क्षेत्र मा तोडफोड भएको छ। मानिसहरूलाई धेरै समस्या भएको छ।,vandalism,5.1,medium,commercial,8,3,13
"Community hall defaced with large drawings in a commercial area, residents have requested cleaning.",vandalism,4.0,low,commercial,8,2,14
"Footpath drain leaking near a hospital since yesterday, dirty water is crossing the entrance.",drainage,8.5,high,hospital,1,1,14
A broken concrete barrier has fallen partly onto the road and is creating a traffic hazard beside the factory service route.,infrastructure,5.5,medium,industrial,4,3,21
"Construction vehicles blocking a hospital entrance, ambulances are delayed.",illegal_parking,9.0,critical,hospital,3,0,9
The pothole is filled with rainwater and its depth is hard to see. The hole is on a route used frequently by emergency vehicles.,pothole,9.0,critical,market,5,0,24
Garbage is piling up near the footpath and making it difficult to pass. Dogs are opening the bags and spreading the waste.,garbage,8.5,high,school,2,1,22
"Road divider scraped across the surface on a highway, sharp parts are exposed beside pedestrians.",vandalism,8.0,high,highway,8,1,15
The road has a large uneven section caused by a pothole. The hole is difficult to see when filled with rainwater.,pothole,8.0,high,school,5,1,21
वर्षापछि विद्यालय को नाला भरि पानी भरिएर बाटोमा फैलिएको छ। सरकारले चाँडै हेर्नुपर्यो।,drainage,9.0,critical,school,1,0,13
Manche haru le open area ma fohor faliraheka chan. Please collect it soon.,garbage,5.0,medium,hospital,2,3,13
"Trucks parked at a busy junction since yesterday, drivers cannot see approaching vehicles.",illegal_parking,8.5,high,market,3,1,13
घरको फोहोरको बोरा औद्योगिक क्षेत्र को बाटोमा छरिएको छ। बाटो र क्षेत्र फोहोर भइरहेको छ।,domestic_trash,3.9,medium,industrial,0,3,15
"Stop sign covered by posters on a residential road, traffic slows while drivers confirm the route.",road_damaged_sign,4.0,low,residential,6,2,16
"Storm-water drain leaking near a hospital after recent rain, dirty water is crossing the entrance.",drainage,8.0,high,hospital,1,1,15
"Pedestrian-crossing sign missing from its pole near an industrial road, vehicles are braking when people enter the road.",road_damaged_sign,7.5,high,industrial,6,1,18
"Footbridge railing covered with illegal advertising on a residential road, the damage may worsen without repair.",vandalism,4.0,low,residential,8,2,16
Food waste and plastic packaging are scattered around the neighborhood after garbage bags were damaged near the community area.,domestic_trash,8.5,high,public,0,1,19
Garbage is piling up near the footpath and making it difficult to pass. The pile is becoming noticeable on the street.,garbage,5.5,medium,school,2,3,21
"Taxis left over a zebra crossing since yesterday, pedestrians are walking into traffic.",illegal_parking,8.5,high,public,3,1,13
"Public wall covered with political slogans near a school, the same place was damaged repeatedly.",vandalism,6.0,medium,school,8,3,15
"Cross-road drain damaged near a commercial area since yesterday, wastewater is spreading on the footpath.",drainage,6.5,high,commercial,1,1,15
"A manhole cover is loose and uneven, creating a dangerous hazard for pedestrians and cyclists along the student walkway.",infrastructure,8.0,high,school,4,1,19
"Community drain overflowing with sewage since yesterday, residents face a serious health risk.",drainage,9.5,critical,residential,1,0,13
"Stop sign fallen into a drain on a residential road, drivers are taking wrong turns and causing traffic.",road_damaged_sign,6.5,high,residential,6,1,18
"Trash bags scattered on the street, on the residential lane.",domestic_trash,3.0,low,residential,0,2,10
"School-side drain partly blocked by leaves, water drains slowly during rain.",drainage,5.0,medium,public,1,3,11
There is a broken section of road near the walking path. It becomes harder to see when it rains.,pothole,7.0,high,hospital,5,1,19
"Tourist vans parked across a school gate, children are entering through traffic.",illegal_parking,7.5,high,school,3,1,12
A large pile of rubbish has been left beside the roadside near a frequently used pedestrian route.,trash,3.5,low,commercial,7,2,17
Garbage has been left in an open place and is spreading around. It has been there for several days.,garbage,5.0,medium,market,2,3,19
The public bin is full and people are putting bags beside it. The pile is spreading across the walking area.,garbage,7.5,high,residential,2,1,20
"Speed-limit sign covered by posters in Itahari, motorcycles are braking near the barriers.",road_damaged_sign,8.5,high,commercial,6,1,13
"Bridge-load sign fallen into a drain on a residential road, heavy vehicles may enter an unsafe bridge.",road_damaged_sign,9.0,critical,residential,6,0,17
"Rental cars blocking a hospital entrance since yesterday, ambulances are delayed.",illegal_parking,9.5,critical,hospital,3,0,11
"Footbridge railing covered with spray-painted tags on a residential road, sharp parts are exposed beside pedestrians.",vandalism,8.5,high,residential,8,1,16
"Main sewer line collapsed beside the road, pedestrians could fall into the opening.",drainage,8.0,high,public,1,1,13
सिग्नल बोर्ड आवासीय क्षेत्र मा पुरानो भएर मानिसहरूले देख्न सक्दैनन्। छिटो मर्मत गर्नुपर्यो।,road_damaged_sign,5.7,high,residential,6,1,13
"Heritage rest house covered with pasted flyers near a hospital, visitors have complained about disrespect.",vandalism,7.0,high,hospital,8,1,15
"Uncollected kitchen waste is piling up outside several homes and creating a strong unpleasant smell, near nearby homes.",domestic_trash,5.5,medium,residential,0,3,18
Loose paving blocks near the entrance at at the hospital entrance.,infrastructure,7.5,high,hospital,4,1,11
The street is dirty because garbage has not been collected. Stray animals are spreading the waste around the street.,garbage,8.5,high,residential,2,1,19
"Open drain collapsed beside the road since yesterday, pedestrians could fall into the opening.",drainage,9.0,critical,public,1,0,14
"Industrial drain partly blocked by leaves, water drains slowly during rain.",drainage,4.0,low,public,1,2,11
Household rubbish blocking the pavement near the warehouse.,domestic_trash,4.5,medium,industrial,0,3,8
"School buses parked at a busy junction, drivers cannot see approaching vehicles.",illegal_parking,8.5,high,market,3,1,12
A hole has formed in the road and it is difficult for vehicles to pass. It becomes harder to see when it rains.,pothole,5.0,medium,school,5,3,23
"Delivery vans parked across a school gate since yesterday, children are entering through traffic.",illegal_parking,8.0,high,school,3,1,14
Loose paving blocks near the entrance near the community area.,infrastructure,5.5,medium,public,4,3,10
"A waste collection point is overflowing and loose rubbish is spreading into the nearby road, near the shopping area.",trash,7.5,high,commercial,7,1,19
"Cross-road drain blocked with plastic waste since yesterday, rainwater is flooding the road.",drainage,8.0,high,residential,1,1,13
"Highway drain covered by construction debris, water cannot reach the outlet.",drainage,6.0,medium,industrial,1,3,11
"Hospital direction sign covered by posters near a school, patients are taking wrong turns.",road_damaged_sign,7.0,high,school,6,1,14
The garbage bin is full and waste is falling onto the ground. The waste is making the area unpleasant.,garbage,8.0,high,hospital,2,1,19
"No-entry sign missing from its pole near a hospital, drivers are taking wrong turns and causing traffic.",road_damaged_sign,6.0,medium,hospital,6,3,17
"Community hall covered with pasted flyers in a commercial area, the markings are small but visible.",vandalism,2.5,low,commercial,8,2,16
"A broken concrete barrier has fallen partly onto the road and is creating a traffic hazard, outside several houses.",infrastructure,6.0,medium,residential,4,3,19
The garbage bin is full and waste is falling onto the ground. Only a small amount of waste is there.,garbage,2.0,low,residential,2,2,20
"Several households have placed overflowing rubbish bags along the roadside, narrowing the pedestrian path beside nearby shops.",domestic_trash,7.5,high,commercial,0,1,17
The road has a large uneven section caused by a pothole. Cars are moving around it to avoid the hole.,pothole,7.5,high,residential,5,1,20
"Heritage rest house covered with spray-painted tags near a hospital, visitors have complained about disrespect.",vandalism,7.5,high,hospital,8,1,15
Household garbage has accumulated near the entrance of several houses and is becoming difficult to manage near the school entrance.,domestic_trash,3.0,low,school,0,2,20
"Stop sign covered by posters on a residential road, vehicles are entering from conflicting directions.",road_damaged_sign,9.0,critical,residential,6,0,15
A pothole has appeared after the recent rain. The damaged section is making traffic slower.,pothole,7.0,high,market,5,1,15
Rubbish has been dumped near the hospital access road and is obstructing part of the walkway along the industrial access road.,trash,3.5,low,industrial,7,2,21
Uncollected household waste is producing a bad smell and causing complaints from nearby residents near the hospital entrance.,domestic_trash,5.0,medium,hospital,0,3,18
The road surface is broken and there is a pothole in the middle. The problem is becoming more noticeable each day.,pothole,7.0,high,school,5,1,21
"Animal-crossing sign hanging from one bolt in a public area, vehicles are swerving to avoid animals.",road_damaged_sign,8.0,high,public,6,1,16
Garbage has been left in an open place and is spreading around. It has been there since yesterday.,garbage,7.5,high,residential,2,1,18
सडक किनारमा फोहोरको थुप्रो लागेर विद्यालय बाट हिँड्न गाह्रो भएको छ। छिटो फोहोर उठाइदिनुपर्यो।,trash,8.6,critical,school,7,0,14
There are several damaged spots and potholes along the street. Several vehicles are being affected while passing.,pothole,8.5,high,residential,5,1,17
There is a hole on the street that drivers are trying to avoid. Drivers have to brake suddenly when they notice it.,pothole,8.5,high,school,5,1,22
"Market drain overflowing with sewage since yesterday, residents face a serious health risk.",drainage,9.5,critical,residential,1,0,13
"A broken curb has created a large gap that forces pedestrians to step closer to moving traffic, along the hospital access road.",infrastructure,8.0,high,hospital,4,1,22
"Temple wall marked with offensive words on a highway, visitors have complained about disrespect.",vandalism,6.5,high,highway,8,1,14
फोहोर उठाउने गाडी ढिलो आउँदा बजार मा फोहोर जम्मा भइरहेको छ। बाटो र क्षेत्र फोहोर भइरहेको छ।,trash,8.3,high,market,7,1,17
"Public waste has accumulated beside the entrance and is creating an unpleasant smell for visitors, along the hospital access road.",trash,9.5,high,hospital,7,1,20
A broken curb has created a large gap that forces pedestrians to step closer to moving traffic along the commercial street.,infrastructure,8.0,high,commercial,4,1,21
"Taxis blocking a market loading area, deliveries and shoppers are delayed.",illegal_parking,5.5,medium,market,3,3,11
"Roadside drain leaking near a hospital after recent rain, dirty water is crossing the entrance.",drainage,9.0,critical,hospital,1,0,15
"Public toilet marked with offensive words in a public area, the markings are small but visible.",vandalism,3.5,low,public,8,2,16
"Bus shelter damaged with permanent marker near a market, the markings are small but visible.",vandalism,3.0,low,market,8,2,15
"Uncollected kitchen waste is piling up outside several homes and creating a strong unpleasant smell, near the shopping area.",domestic_trash,3.0,low,commercial,0,2,19
There is a broken section of road near the walking path. It has been there for a few days.,pothole,2.5,low,market,5,2,19
"Cracked pavement creating a trip hazard, on the industrial road.",infrastructure,5.5,medium,industrial,4,3,10
"Bus-stop sign painted over in a commercial area, buses are stopping in the traffic lane.",road_damaged_sign,6.5,high,commercial,6,1,15
"A deep hole has formed in the public walkway and is difficult to notice during low-light conditions, beside the school boundary.",infrastructure,9.5,high,school,4,1,21
"Main sewer line covered by construction debris, water cannot reach the outlet.",drainage,6.5,high,industrial,1,1,12
"Highway drain leaking near a hospital since yesterday, dirty water is crossing the entrance.",drainage,9.0,critical,hospital,1,0,14
"An overflowing public bin has caused plastic bottles and food containers to spill onto the pavement, beside the public access route.",trash,9.5,high,public,7,1,21
"Health-post wall marked with offensive words near an industrial road, visitors cannot identify the correct entrance.",vandalism,6.5,high,industrial,8,1,16
"Heritage rest house marked with offensive words near a hospital, the culturally important surface is damaged.",vandalism,7.5,high,hospital,8,1,16
People are throwing waste in the open area and the pile is getting bigger. Rain is washing some of the waste onto the road.,garbage,8.0,high,market,2,1,24
There is a hole near the edge of the road where motorcycles pass. Vehicles are having to make sudden turns to avoid it.,pothole,9.5,critical,market,5,0,23
घरायसी फोहोर ओभरफ्लो भएर विद्यालय को फुटपाथसम्म पुगेको छ। छिटो फोहोर उठाइदिनुपर्यो।,domestic_trash,8.6,critical,school,0,0,12
"Stop sign blocked by a vendor board on a residential road, drivers are taking wrong turns and causing traffic.",road_damaged_sign,7.0,high,residential,6,1,19
"Cracked pavement creating a trip hazard, on the residential lane.",infrastructure,3.0,low,residential,4,2,10
घरघरबाट आएको फोहोर आवासीय क्षेत्र को ढलसम्म पुगेको छ। फोहोर चाँडै उठाउनुपर्यो।,domestic_trash,6.7,high,residential,0,1,12
"School boundary wall covered with illegal advertising near an industrial road, children can see inappropriate language.",vandalism,7.0,high,industrial,8,1,16
बाटो साँघुरो भएर बजार मा ट्राफिक जाम भइरहेको छ पार्किङका कारण। मानिसहरूलाई धेरै समस्या भएको छ।,illegal_parking,6.9,high,market,3,1,16
"Ward-office gate left with broken tiles near a hospital, part of the public notice cannot be read.",vandalism,5.5,medium,hospital,8,3,17
"Bus-stop sign knocked down in a commercial area, buses are stopping in the traffic lane.",road_damaged_sign,6.5,high,commercial,6,1,15
"Public notice board covered with spray-painted tags in a commercial area, visitors are using the wrong entrance.",vandalism,6.0,medium,commercial,8,3,17
"Several paving blocks are loose and uneven near the school entrance, making the walkway unsafe along the hospital access road.",infrastructure,9.0,high,hospital,4,1,20
"Sharp-bend sign painted over in a public area, motorcycles are braking suddenly.",road_damaged_sign,7.5,high,public,6,1,12
Manche haru le open area ma fohor faliraheka chan. Yesto fohor uthauna paryo.,garbage,6.5,high,market,2,1,13
Several bags of household rubbish are blocking part of the footpath outside a row of homes beside the hospital walkway.,domestic_trash,6.0,medium,hospital,0,3,20
Uncollected trash piling up outside homes at homes.,domestic_trash,4.0,medium,residential,0,3,8
"Cargo vans parked at a busy junction since yesterday, drivers cannot see approaching vehicles.",illegal_parking,9.0,critical,market,3,0,14
The garbage bin is full and waste is falling onto the ground. The waste has been left there for several days.,garbage,5.5,medium,residential,2,3,21
"Narrow-bridge sign fallen into a drain near a market, motorcycles are braking suddenly.",road_damaged_sign,8.0,high,market,6,1,13
The road has a damaged patch with a noticeable hole. The hole is making the road uncomfortable to use.,pothole,7.0,high,hospital,5,1,19
"Residential drain blocked with plastic waste since yesterday, rainwater is flooding the road.",drainage,8.0,high,residential,1,1,13
"Footbridge railing covered with political slogans on a residential road, the damage may worsen without repair.",vandalism,4.0,low,residential,8,2,16
"Domestic waste has been dumped beside the residential lane instead of being placed at the collection point, along the commercial street.",domestic_trash,8.5,high,commercial,0,1,21
"Pedestrian underpass left with official lettering blacked out on a residential road, the markings are small but visible.",vandalism,3.0,low,residential,8,2,18
"Park signboard covered with spray-painted tags near a school, emergency contact details are blocked.",vandalism,8.0,high,school,8,1,14
"Cargo vans left near an industrial gate since yesterday, large vehicles have little turning space.",illegal_parking,6.0,medium,industrial,3,3,15
"Garbage bags containing food waste have been left open, attracting dogs and spreading rubbish across the street, beside the hospital walkway.",domestic_trash,9.5,high,hospital,0,1,21
"Storm-water drain filled with mud after rain since yesterday, water is entering nearby shops.",drainage,7.5,high,market,1,1,14
"Footpath drain collapsed beside the road, pedestrians could fall into the opening.",drainage,8.5,high,public,1,1,12
"Pickup vehicles parked across a school gate, children are entering through traffic.",illegal_parking,8.5,high,school,3,1,12
"Open drain overflowing near a school after recent rain, children are walking through dirty water.",drainage,7.5,high,school,1,1,15
"Public gutter blocked on the highway, waterlogging is slowing heavy traffic.",drainage,8.0,high,highway,1,1,11
"Roadside drain filled with mud after rain since yesterday, water is entering nearby shops.",drainage,7.0,high,market,1,1,14
There is waste scattered near the roadside and it needs to be collected. The area becomes dirty after the waste is left outside.,garbage,2.0,low,residential,2,2,23
"Open drain breeding mosquitoes, the area has an increased disease risk.",drainage,6.5,high,residential,1,1,11
"Public water tap badly scratched in a public area, the public facility is unsafe to use.",vandalism,7.5,high,public,8,1,16
A broken curb has created a large gap that forces pedestrians to step closer to moving traffic beside nearby shops.,infrastructure,7.5,high,commercial,4,1,20
Wind has scattered plastic waste and paper across the area around an overflowing public bin near the hospital entrance.,trash,3.5,low,hospital,7,2,19
"Footpath drain filled with mud after rain after recent rain, water is entering nearby shops.",drainage,8.0,high,market,1,1,15
बिजुलीको पोल बाङ्गिएर बजार को बाटोमा खतरा सिर्जना भएको छ। सरकारले चाँडै हेर्नुपर्यो।,infrastructure,8.0,high,market,4,1,13
There is food waste on the street and stray dogs are spreading it. People are having to walk around the garbage.,garbage,7.0,high,hospital,2,1,21
Food waste is scattered around because dogs are tearing the bags. The smell is noticeable around the area.,garbage,7.0,high,school,2,1,18
"A damaged road surface has developed deep potholes that are difficult for vehicles to avoid, along the commercial street.",infrastructure,3.0,low,commercial,4,2,19
