description,category,urgency_score,urgency_level,location_type,category_label,urgency_label
"A waste collection point is overflowing and loose rubbish is spreading into the nearby road, near the shopping area.",trash,7.5,high,commercial,7,1
"Cross-road drain blocked with plastic waste since yesterday, rainwater is flooding the road.",drainage,8.0,high,residential,1,1
"Highway drain covered by construction debris, water cannot reach the outlet.",drainage,6.0,medium,industrial,1,3
"Hospital direction sign covered by posters near a school, patients are taking wrong turns.",road_damaged_sign,7.0,high,school,6,1
The garbage bin is full and waste is falling onto the ground. The waste is making the area unpleasant.,garbage,8.0,high,hospital,2,1
"No-entry sign missing from its pole near a hospital, drivers are taking wrong turns and causing traffic.",road_damaged_sign,6.0,medium,hospital,6,3
"Community hall covered with pasted flyers in a commercial area, the markings are small but visible.",vandalism,2.5,low,commercial,8,2
"A broken concrete barrier has fallen partly onto the road and is creating a traffic hazard, outside several houses.",infrastructure,6.0,medium,residential,4,3
The garbage bin is full and waste is falling onto the ground. Only a small amount of waste is there.,garbage,2.0,low,residential,2,2
"Several households have placed overflowing rubbish bags along the roadside, narrowing the pedestrian path beside nearby shops.",domestic_trash,7.5,high,commercial,0,1
The road has a large uneven section caused by a pothole. Cars are moving around it to avoid the hole.,pothole,7.5,high,residential,5,1
"Heritage rest house covered with spray-painted tags near a hospital, visitors have complained about disrespect.",vandalism,7.5,high,hospital,8,1
Household garbage has accumulated near the entrance of several houses and is becoming difficult to manage near the school entrance.,domestic_trash,3.0,low,school,0,2
"Stop sign covered by posters on a residential road, vehicles are entering from conflicting directions.",road_damaged_sign,9.0,critical,residential,6,0
A pothole has appeared after the recent rain. The damaged section is making traffic slower.,pothole,7.0,high,market,5,1
Rubbish has been dumped near the hospital access road and is obstructing part of the walkway along the industrial access road.,trash,3.5,low,industrial,7,2
Uncollected household waste is producing a bad smell and causing complaints from nearby residents near the hospital entrance.,domestic_trash,5.0,medium,hospital,0,3
The road surface is broken and there is a pothole in the middle. The problem is becoming more noticeable each day.,pothole,7.0,high,school,5,1
"Animal-crossing sign hanging from one bolt in a public area, vehicles are swerving to avoid animals.",road_damaged_sign,8.0,high,public,6,1
Garbage has been left in an open place and is spreading around. It has been there since yesterday.,garbage,7.5,high,residential,2,1
सडक किनारमा फोहोरको थुप्रो लागेर विद्यालय बाट हिँड्न गाह्रो भएको छ। छिटो फोहोर उठाइदिनुपर्यो।,trash,8.6,critical,school,7,0
There are several damaged spots and potholes along the street. Several vehicles are being affected while passing.,pothole,8.5,high,residential,5,1
There is a hole on the street that drivers are trying to avoid. Drivers have to brake suddenly when they notice it.,pothole,8.5,high,school,5,1
"Market drain overflowing with sewage since yesterday, residents face a serious health risk.",drainage,9.5,critical,residential,1,0
"A broken curb has created a large gap that forces pedestrians to step closer to moving traffic, along the hospital access road.",infrastructure,8.0,high,hospital,4,1
"Temple wall marked with offensive words on a highway, visitors have complained about disrespect.",vandalism,6.5,high,highway,8,1
फोहोर उठाउने गाडी ढिलो आउँदा बजार मा फोहोर जम्मा भइरहेको छ। बाटो र क्षेत्र फोहोर भइरहेको छ।,trash,8.3,high,market,7,1
"Public waste has accumulated beside the entrance and is creating an unpleasant smell for visitors, along the hospital access road.",trash,9.5,high,hospital,7,1
A broken curb has created a large gap that forces pedestrians to step closer to moving traffic along the commercial street.,infrastructure,8.0,high,commercial,4,1
"Taxis blocking a market loading area, deliveries and shoppers are delayed.",illegal_parking,5.5,medium,market,3,3
"Roadside drain leaking near a hospital after recent rain, dirty water is crossing the entrance.",drainage,9.0,critical,hospital,1,0
"Public toilet marked with offensive words in a public area, the markings are small but visible.",vandalism,3.5,low,public,8,2
"Bus shelter damaged with permanent marker near a market, the markings are small but visible.",vandalism,3.0,low,market,8,2
"Uncollected kitchen waste is piling up outside several homes and creating a strong unpleasant smell, near the shopping area.",domestic_trash,3.0,low,commercial,0,2
There is a broken section of road near the walking path. It has been there for a few days.,pothole,2.5,low,market,5,2
"Cracked pavement creating a trip hazard, on the industrial road.",infrastructure,5.5,medium,industrial,4,3
"Bus-stop sign painted over in a commercial area, buses are stopping in the traffic lane.",road_damaged_sign,6.5,high,commercial,6,1
"A deep hole has formed in the public walkway and is difficult to notice during low-light conditions, beside the school boundary.",infrastructure,9.5,high,school,4,1
"Main sewer line covered by construction debris, water cannot reach the outlet.",drainage,6.5,high,industrial,1,1
"Highway drain leaking near a hospital since yesterday, dirty water is crossing the entrance.",drainage,9.0,critical,hospital,1,0
"An overflowing public bin has caused plastic bottles and food containers to spill onto the pavement, beside the public access route.",trash,9.5,high,public,7,1
"Health-post wall marked with offensive words near an industrial road, visitors cannot identify the correct entrance.",vandalism,6.5,high,industrial,8,1
"Heritage rest house marked with offensive words near a hospital, the culturally important surface is damaged.",vandalism,7.5,high,hospital,8,1
People are throwing waste in the open area and the pile is getting bigger. Rain is washing some of the waste onto the road.,garbage,8.0,high,market,2,1
There is a hole near the edge of the road where motorcycles pass. Vehicles are having to make sudden turns to avoid it.,pothole,9.5,critical,market,5,0
घरायसी फोहोर ओभरफ्लो भएर विद्यालय को फुटपाथसम्म पुगेको छ। छिटो फोहोर उठाइदिनुपर्यो।,domestic_trash,8.6,critical,school,0,0
"Stop sign blocked by a vendor board on a residential road, drivers are taking wrong turns and causing traffic.",road_damaged_sign,7.0,high,residential,6,1
"Cracked pavement creating a trip hazard, on the residential lane.",infrastructure,3.0,low,residential,4,2
घरघरबाट आएको फोहोर आवासीय क्षेत्र को ढलसम्म पुगेको छ। फोहोर चाँडै उठाउनुपर्यो।,domestic_trash,6.7,high,residential,0,1
"School boundary wall covered with illegal advertising near an industrial road, children can see inappropriate language.",vandalism,7.0,high,industrial,8,1
बाटो साँघुरो भएर बजार मा ट्राफिक जाम भइरहेको छ पार्किङका कारण। मानिसहरूलाई धेरै समस्या भएको छ।,illegal_parking,6.9,high,market,3,1
"Ward-office gate left with broken tiles near a hospital, part of the public notice cannot be read.",vandalism,5.5,medium,hospital,8,3
"Bus-stop sign knocked down in a commercial area, buses are stopping in the traffic lane.",road_damaged_sign,6.5,high,commercial,6,1
"Public notice board covered with spray-painted tags in a commercial area, visitors are using the wrong entrance.",vandalism,6.0,medium,commercial,8,3
"Several paving blocks are loose and uneven near the school entrance, making the walkway unsafe along the hospital access road.",infrastructure,9.0,high,hospital,4,1
"Sharp-bend sign painted over in a public area, motorcycles are braking suddenly.",road_damaged_sign,7.5,high,public,6,1
Manche haru le open area ma fohor faliraheka chan. Yesto fohor uthauna paryo.,garbage,6.5,high,market,2,1
Several bags of household rubbish are blocking part of the footpath outside a row of homes beside the hospital walkway.,domestic_trash,6.0,medium,hospital,0,3
Uncollected trash piling up outside homes at homes.,domestic_trash,4.0,medium,residential,0,3
"Cargo vans parked at a busy junction since yesterday, drivers cannot see approaching vehicles.",illegal_parking,9.0,critical,market,3,0
The garbage bin is full and waste is falling onto the ground. The waste has been left there for several days.,garbage,5.5,medium,residential,2,3
"Narrow-bridge sign fallen into a drain near a market, motorcycles are braking suddenly.",road_damaged_sign,8.0,high,market,6,1
The road has a damaged patch with a noticeable hole. The hole is making the road uncomfortable to use.,pothole,7.0,high,hospital,5,1
"Residential drain blocked with plastic waste since yesterday, rainwater is flooding the road.",drainage,8.0,high,residential,1,1
"Footbridge railing covered with political slogans on a residential road, the damage may worsen without repair.",vandalism,4.0,low,residential,8,2
"Domestic waste has been dumped beside the residential lane instead of being placed at the collection point, along the commercial street.",domestic_trash,8.5,high,commercial,0,1
"Pedestrian underpass left with official lettering blacked out on a residential road, the markings are small but visible.",vandalism,3.0,low,residential,8,2
"Park signboard covered with spray-painted tags near a school, emergency contact details are blocked.",vandalism,8.0,high,school,8,1
"Cargo vans left near an industrial gate since yesterday, large vehicles have little turning space.",illegal_parking,6.0,medium,industrial,3,3
"Garbage bags containing food waste have been left open, attracting dogs and spreading rubbish across the street, beside the hospital walkway.",domestic_trash,9.5,high,hospital,0,1
"Storm-water drain filled with mud after rain since yesterday, water is entering nearby shops.",drainage,7.5,high,market,1,1
"Footpath drain collapsed beside the road, pedestrians could fall into the opening.",drainage,8.5,high,public,1,1
"Pickup vehicles parked across a school gate, children are entering through traffic.",illegal_parking,8.5,high,school,3,1
"Open drain overflowing near a school after recent rain, children are walking through dirty water.",drainage,7.5,high,school,1,1
"Public gutter blocked on the highway, waterlogging is slowing heavy traffic.",drainage,8.0,high,highway,1,1
"Roadside drain filled with mud after rain since yesterday, water is entering nearby shops.",drainage,7.0,high,market,1,1
There is waste scattered near the roadside and it needs to be collected. The area becomes dirty after the waste is left outside.,garbage,2.0,low,residential,2,2
"Open drain breeding mosquitoes, the area has an increased disease risk.",drainage,6.5,high,residential,1,1
"Public water tap badly scratched in a public area, the public facility is unsafe to use.",vandalism,7.5,high,public,8,1
A broken curb has created a large gap that forces pedestrians to step closer to moving traffic beside nearby shops.,infrastructure,7.5,high,commercial,4,1
Wind has scattered plastic waste and paper across the area around an overflowing public bin near the hospital entrance.,trash,3.5,low,hospital,7,2
"Footpath drain filled with mud after rain after recent rain, water is entering nearby shops.",drainage,8.0,high,market,1,1
बिजुलीको पोल बाङ्गिएर बजार को बाटोमा खतरा सिर्जना भएको छ। सरकारले चाँडै हेर्नुपर्यो।,infrastructure,8.0,high,market,4,1
There is food waste on the street and stray dogs are spreading it. People are having to walk around the garbage.,garbage,7.0,high,hospital,2,1
Food waste is scattered around because dogs are tearing the bags. The smell is noticeable around the area.,garbage,7.0,high,school,2,1
"A damaged road surface has developed deep potholes that are difficult for vehicles to avoid, along the commercial street.",infrastructure,3.0,low,commercial,4,2
बजार को भित्तामा स्प्रे पेन्टले बिगारिएको छ। जिम्मेवार मानिस पत्ता लगाउनुपर्यो।,vandalism,6.6,high,market,8,1
"Residential drain filled with mud after rain after recent rain, water is entering nearby shops.",drainage,7.5,high,market,1,1
"Cars left near an industrial gate, large vehicles have little turning space.",illegal_parking,7.0,high,industrial,3,1
"Footpath drain collapsed beside the road since yesterday, pedestrians could fall into the opening.",drainage,8.5,high,public,1,1
"Bus-stop sign missing from its pole in a commercial area, passengers are stepping into moving traffic.",road_damaged_sign,7.5,high,commercial,6,1
सडकको सतह भत्किएर विद्यालय मा गाडी चलाउन गाह्रो भएको छ। सरकारले चाँडै हेर्नुपर्यो।,infrastructure,8.4,critical,school,4,0
"Pedestrian-crossing sign blocked by a vendor board near an industrial road, children are crossing without warning.",road_damaged_sign,9.0,critical,industrial,6,0
प्लास्टिक र कागजको फोहोर बतासले उडेर सार्वजनिक स्थान तिर फैलिएको छ। यस्तो फोहोर सफा गर्नुपर्यो।,trash,3.2,low,public,7,2
"Delivery vans left over a zebra crossing since yesterday, pedestrians are walking into traffic.",illegal_parking,7.5,high,public,3,1
एम्बुलेन्स र आकस्मिक गाडी बजार बाट जान नसक्ने भएको छ। मानिसहरूलाई धेरै समस्या भएको छ।,illegal_parking,7.0,high,market,3,1
"Garbage bin full bhayo, fohor bahira jhariraheko cha. Bato ra area fohor bhairako cha.",garbage,9.0,critical,market,2,0
The pothole is making it uncomfortable for people riding motorcycles. Several vehicles are being affected while passing.,pothole,7.5,high,market,5,1
Waste is collecting near the drain and blocking the water flow. The waste is causing water to overflow around the road.,garbage,9.5,critical,hospital,2,0
People are leaving garbage beside the road instead of in the bin. Rain is washing some of the waste onto the road.,garbage,5.5,medium,hospital,2,3
There are many empty bottles and plastic bags lying around. People are avoiding that part of the street.,garbage,9.0,critical,hospital,2,0
"Construction vehicles blocking a hospital entrance after recent rain, ambulances are delayed.",illegal_parking,9.0,critical,hospital,3,0
The road has a deep hole that drivers need to avoid. Rainwater is collecting in the hole.,pothole,7.5,high,school,5,1
"Garbage bags containing food waste have been left open, attracting dogs and spreading rubbish across the street, along the commercial street.",domestic_trash,4.0,medium,commercial,0,3
"Community hall left with official lettering blacked out in a commercial area, the markings are small but visible.",vandalism,3.5,low,commercial,8,2
The pothole is filled with rainwater and its depth is hard to see. Drivers have to brake suddenly when they notice it.,pothole,5.0,medium,market,5,3
Uncollected trash piling up outside homes on the residential lane.,domestic_trash,6.0,medium,residential,0,3
There is waste scattered near the roadside and it needs to be collected. It has been there for several days.,garbage,6.5,high,residential,2,1
"Main sewer line blocked on the highway, waterlogging is slowing heavy traffic.",drainage,8.5,high,highway,1,1
The road has started breaking around the pothole. Motorcycles are slowing down at that point.,pothole,5.5,medium,hospital,5,3
"School buses parked along a highway shoulder in Biratnagar since yesterday, fast traffic is swerving around them.",illegal_parking,7.5,high,highway,3,1
"A large crack has developed across the concrete pavement, creating a serious trip hazard for pedestrians beside the factory service route.",infrastructure,5.5,medium,industrial,4,3
A section of the footpath has sunk below the surrounding surface and is difficult to walk across safely beside the factory service route.,infrastructure,6.5,medium,industrial,4,3
"Domestic rubbish has overflowed from bags and spread onto the pavement near nearby houses, near the shopping area.",domestic_trash,5.0,medium,commercial,0,3
Food waste and plastic packaging are scattered around the neighborhood after garbage bags were damaged near the shopping area.,domestic_trash,4.0,medium,commercial,0,3
"Stop sign faded and unreadable on a residential road, vehicles are entering from conflicting directions.",road_damaged_sign,8.5,high,residential,6,1
"Roadwork sign hidden by branches on a highway, motorcycles are braking near the barriers.",road_damaged_sign,8.0,high,highway,6,1
"Uncollected kitchen waste is piling up outside several homes and creating a strong unpleasant smell, along the hospital access road.",domestic_trash,9.0,high,hospital,0,1
A pothole is causing buses and cars to slow down. It is on a road used by many people.,pothole,9.0,critical,market,5,0
"Construction vehicles parked on both sides of a narrow road in Bhaktapur, emergency vehicles cannot pass.",illegal_parking,9.0,critical,hospital,3,0
"Highway drain damaged near a commercial area since yesterday, wastewater is spreading on the footpath.",drainage,7.5,high,commercial,1,1
"Pedestrian underpass scraped across the surface on a residential road, residents have requested cleaning.",vandalism,4.5,medium,residential,8,3
"Sharp-bend sign bent away from traffic in Tulsipur, motorcycles are braking suddenly.",road_damaged_sign,8.5,high,public,6,1
"Microbuses blocking a public bus stop since yesterday, buses are stopping in the traffic lane.",illegal_parking,7.5,high,commercial,3,1
"Private cars left near an industrial gate, large vehicles have little turning space.",illegal_parking,6.5,high,industrial,3,1
"Open drain blocked on the highway, waterlogging is slowing heavy traffic.",drainage,8.0,high,highway,1,1
"Community drain blocked on the highway, waterlogging is slowing heavy traffic.",drainage,8.0,high,highway,1,1
"Microbuses parked at a busy junction since yesterday, drivers cannot see approaching vehicles.",illegal_parking,8.5,high,market,3,1
"One-way sign hanging from one bolt in Janakpur, vehicles are entering from conflicting directions.",road_damaged_sign,9.0,critical,school,6,0
Public rubbish has been left beside the community walkway and is affecting normal pedestrian access along the commercial street.,trash,9.0,high,commercial,7,1
"Heritage rest house badly scratched near a hospital, the culturally important surface is damaged.",vandalism,8.0,high,hospital,8,1
Food waste is scattered around because dogs are tearing the bags. The waste is creating a serious health and safety concern.,garbage,9.5,critical,residential,2,0
सडक संकेत अस्पताल को चोकमा भत्किएर दुर्घटनाको डर भएको छ। नयाँ साइन राख्नुपर्यो।,road_damaged_sign,8.8,critical,hospital,6,0
A hole has formed in the road and it is difficult for vehicles to pass. Several motorcycles are avoiding the same spot.,pothole,2.5,low,market,5,2
"Market drain blocked on the highway since yesterday, waterlogging is slowing heavy traffic.",drainage,8.0,high,highway,1,1
"Uncollected trash piling up outside homes, on the residential lane.",domestic_trash,4.0,medium,residential,0,3
"School boundary wall marked with offensive words near an industrial road, the school safety notice is unreadable.",vandalism,7.5,high,industrial,8,1
"Residential drain leaking near a hospital since yesterday, dirty water is crossing the entrance.",drainage,8.0,high,hospital,1,1
"Ward-office gate marked with offensive words near a hospital, emergency contact details are blocked.",vandalism,7.5,high,hospital,8,1
The road has a damaged patch with a noticeable hole. People are asking for the road to be repaired.,pothole,9.5,critical,residential,5,0
Wet household rubbish is leaking onto the pavement and creating an unhygienic area near homes beside the school boundary.,domestic_trash,2.5,low,school,0,2
"Cars blocking a hospital entrance after recent rain, ambulances are delayed.",illegal_parking,9.5,critical,hospital,3,0
The garbage pickup has been irregular and waste is staying outside. The waste is visible from the nearby road.,garbage,6.5,high,market,2,1
"Public toilet covered with illegal advertising in a public area, the markings are small but visible.",vandalism,3.5,low,public,8,2
"Private cars parked along a highway shoulder in Ghorahi, fast traffic is swerving around them.",illegal_parking,8.5,high,highway,3,1
"Discarded food packaging is covering part of the pavement near the shopping area, outside several houses.",trash,6.5,medium,residential,7,3
The pothole is filled with rainwater and its depth is hard to see. Motorcycles are slowing down at that point.,pothole,7.0,high,school,5,1
"Rental cars parked fully on the footpath, pedestrians are forced onto the road.",illegal_parking,7.0,high,residential,3,1
There is a pothole where water collects after rain. Several vehicles are being affected while passing.,pothole,8.0,high,school,5,1
There is a hole near the edge of the road where motorcycles pass. The hole is making the road uncomfortable to use.,pothole,9.0,critical,school,5,0
"Several bags of household rubbish are blocking part of the footpath outside a row of homes, along the student walkway.",domestic_trash,9.0,high,school,0,1
"Trucks blocking a market loading area, deliveries and shoppers are delayed.",illegal_parking,6.0,medium,market,3,3
Mixed rubbish has accumulated around the waste collection point near the busy commercial area along the highway shoulder.,trash,5.5,medium,highway,7,3
A deep hole has formed in the public walkway and is difficult to notice during low-light conditions beside nearby shops.,infrastructure,4.5,medium,commercial,4,3
Several types of litter have accumulated near the market entrance and are creating a sanitation concern outside several houses.,trash,8.0,high,residential,7,1
"Public water tap damaged with permanent marker in a public area, sharp parts are exposed beside pedestrians.",vandalism,8.5,high,public,8,1
The street is dirty because garbage has not been collected. The waste is making the area unpleasant.,garbage,6.5,high,hospital,2,1
"School-side drain leaking near a hospital, dirty water is crossing the entrance.",drainage,8.0,high,hospital,1,1
"Bus shelter scraped across the surface near a market, residents have requested cleaning.",vandalism,4.0,low,market,8,2
"Animal-crossing sign cracked with a loose edge in a public area, vehicles are swerving to avoid animals.",road_damaged_sign,8.5,high,public,6,1
"Market drain covered by construction debris after recent rain, water cannot reach the outlet.",drainage,6.0,medium,industrial,1,3
"Sharp-bend sign turned toward the wrong road in a public area, motorcycles are braking suddenly.",road_damaged_sign,8.5,high,public,6,1
The road is uneven because of a pothole. Motorcycles are slowing down when they reach it.,pothole,5.0,medium,hospital,5,3
"Open drain overflowing near a school since yesterday, children are walking through dirty water.",drainage,7.5,high,school,1,1
The road has a damaged patch with a noticeable hole. It is causing vehicles to shake while crossing.,pothole,9.0,critical,school,5,0
"Open drain damaged near a commercial area, wastewater is spreading on the footpath.",drainage,7.5,high,commercial,1,1
Wet household rubbish is leaking onto the pavement and creating an unhygienic area near homes near the hospital entrance.,domestic_trash,8.0,high,hospital,0,1
ट्रक र बसहरू विद्यालय को बाटो छेकेर पार्किङ गरेका छन्। छिटो कारबाही गर्नुपर्यो।,illegal_parking,8.0,critical,school,3,0
"Plastic wrappers, cans, and food containers are scattered along the public walkway outside several houses.",trash,2.5,low,residential,7,2
A hole in the road is causing vehicles to shake while passing. Motorcycles are slowing down at that point.,pothole,2.5,low,residential,5,2
"Market drain giving off a strong smell, nearby residents cannot open windows.",drainage,6.0,medium,residential,1,3
घरको फोहोरको बोरा आवासीय क्षेत्र को बाटोमा छरिएको छ। छिटो फोहोर उठाइदिनुपर्यो।,domestic_trash,6.7,high,residential,0,1
"A section of the footpath has sunk below the surrounding surface and is difficult to walk across safely, beside the highway access route.",infrastructure,8.5,high,highway,4,1
"Delivery vans blocking a market loading area in Butwal since yesterday, deliveries and shoppers are delayed.",illegal_parking,6.0,medium,market,3,3
"Rubbish piled up beside the walkway, near the community area.",trash,8.5,high,public,7,1
There is rubbish around the road and it needs cleaning. People are having to walk around the garbage.,garbage,2.0,low,market,2,2
"Footpath drain breeding mosquitoes since yesterday, the area has an increased disease risk.",drainage,7.5,high,residential,1,1
A pothole is making vehicles move to the other side of the road. Vehicles are swerving to avoid the hole.,pothole,7.0,high,school,5,1
"Waste enclosure badly scratched near a market, residents have requested cleaning.",vandalism,3.5,low,market,8,2
A pothole is making vehicles move to the other side of the road. The broken area is getting wider.,pothole,5.5,medium,hospital,5,3
"Hospital access drain overflowing with sewage since yesterday, residents face a serious health risk.",drainage,9.0,critical,residential,1,0
"Collapsed drain leaving an open gap, near homes.",infrastructure,7.5,high,residential,4,1
Manche haru le open area ma fohor faliraheka chan. Manche haru lai dherai problem bhako cha.,garbage,7.0,high,school,2,1
The road has started breaking around the pothole. It is a small hole and vehicles can still pass normally.,pothole,2.5,low,residential,5,2
The road has a large uneven section caused by a pothole. The damaged spot is limited to one small area.,pothole,2.0,low,hospital,5,2
"Culvert filled with mud after rain since yesterday, water is entering nearby shops.",drainage,8.0,high,market,1,1
A pothole has appeared after the recent rain. Buses are slowing down near the damaged section.,pothole,5.0,medium,school,5,3
"Cross-road drain giving off a strong smell, nearby residents cannot open windows.",drainage,5.0,medium,residential,1,3
The roadside drain has collapsed and left a deep open gap beside the pedestrian route near the school entrance.,infrastructure,3.5,low,school,4,2
"Household trash bags are scattered across the residential street after being torn open by stray dogs, near the main road junction.",domestic_trash,9.0,high,highway,0,1
The road is uneven because of a pothole. It is causing vehicles to shake while crossing.,pothole,5.5,medium,residential,5,3
Several holes are visible on the road surface. It is causing vehicles to shake while crossing.,pothole,5.5,medium,residential,5,3
"Discarded bottles and takeaway containers are blocking part of the pedestrian path, near the warehouse area.",trash,5.0,medium,industrial,7,3
"Park signboard left with official lettering blacked out near a school, part of the public notice cannot be read.",vandalism,5.5,medium,school,8,3
"Several paving blocks are loose and uneven near the school entrance, making the walkway unsafe along the public walkway.",infrastructure,9.5,high,public,4,1
"Pickup vehicles blocking a public bus stop since yesterday, buses are stopping in the traffic lane.",illegal_parking,6.5,high,commercial,3,1
"Plastic wrappers, cans, and food containers are scattered along the public walkway, along the industrial access road.",trash,7.0,high,industrial,7,1
"Heritage rest house left with broken tiles near a hospital, the culturally important surface is damaged.",vandalism,8.5,high,hospital,8,1
"Garbage pile burning on the roadside, producing toxic smoke, causing breathing problems",garbage,8.0,high,residential,2,1
Kukur le fohor ko bag chyatera bato bharि fohor gareko cha. Bato ra area fohor bhairako cha.,garbage,9.5,critical,residential,2,0
Wet household rubbish is leaking onto the pavement and creating an unhygienic area near homes beside the hospital walkway.,domestic_trash,3.0,low,hospital,0,2
"Cross-road drain covered by construction debris after recent rain, water cannot reach the outlet.",drainage,6.5,high,industrial,1,1
"Park signboard covered with pasted flyers near a school, part of the public notice cannot be read.",vandalism,6.0,medium,school,8,3
"Industrial drain partly blocked by leaves since yesterday, water drains slowly during rain.",drainage,4.0,low,public,1,2
"Residential drain covered by construction debris after recent rain, water cannot reach the outlet.",drainage,6.5,high,industrial,1,1
"Footbridge railing covered with political slogans on a residential road, sharp parts are exposed beside pedestrians.",vandalism,8.0,high,residential,8,1
"Park signboard covered with political slogans near a school, visitors are using the wrong entrance.",vandalism,6.0,medium,school,8,3
Rubbish piled up beside the walkway at the road junction.,trash,9.5,high,highway,7,1
"Cross-road drain filled with mud after rain after recent rain, water is entering nearby shops.",drainage,7.5,high,market,1,1
Plastic bottles scattered near the road at the hospital entrance.,trash,4.5,medium,hospital,7,3
"Landslide warning sign hidden by branches near a market, night drivers cannot see the hazard.",road_damaged_sign,9.0,critical,market,6,0
"Cargo vans blocking a residential driveway, residents cannot move their vehicles.",illegal_parking,4.5,medium,residential,3,3
"Pedestrian-crossing sign knocked down in Butwal, pedestrians cannot find the crossing point.",road_damaged_sign,6.5,high,industrial,6,1
The road needs repair because of a pothole. Water collects inside the hole after rain.,pothole,5.0,medium,market,5,3
घरायसी फोहोर ओभरफ्लो भएर आवासीय क्षेत्र को फुटपाथसम्म पुगेको छ। फोहोर चाँडै उठाउनुपर्यो।,domestic_trash,6.3,high,residential,0,1
"Cracked pavement creating a trip hazard, on the highway shoulder.",infrastructure,3.5,low,highway,4,2
Bato ko bich ma khadal parera gadi haru avoid garirachan. Yaha bata hidna garo bhako cha.,pothole,6.5,high,residential,5,1
"Public water tap covered with pasted flyers in a public area, sharp parts are exposed beside pedestrians.",vandalism,8.5,high,public,8,1
"Open drain leaking near a hospital, dirty water is crossing the entrance.",drainage,9.0,critical,hospital,1,0
"Heritage rest house defaced with large drawings near a hospital, visitors have complained about disrespect.",vandalism,7.5,high,hospital,8,1
"Water logging on the main road after light rain, vehicles stuck, traffic jam for hours",drainage,7.0,high,market,1,1
"Bus shelter left with its notice torn down near a market, the same place was damaged repeatedly.",vandalism,6.5,high,market,8,1
"Industrial drain leaking near a hospital since yesterday, dirty water is crossing the entrance.",drainage,8.5,high,hospital,1,1
"Domestic waste has been dumped beside the residential lane instead of being placed at the collection point, near the shopping area.",domestic_trash,8.0,high,commercial,0,1
"A broken curb has created a large gap that forces pedestrians to step closer to moving traffic, near the hospital entrance.",infrastructure,4.5,medium,hospital,4,3
Rubbish piled up beside the walkway beside the hospital.,trash,4.5,medium,hospital,7,3
Several bags of household rubbish are blocking part of the footpath outside a row of homes near nearby homes.,domestic_trash,9.0,high,residential,0,1
"Road divider left with its notice torn down on a highway, the damage may worsen without repair.",vandalism,4.5,medium,highway,8,3
"A manhole cover is loose and uneven, creating a dangerous hazard for pedestrians and cyclists, beside the highway access route.",infrastructure,9.5,high,highway,4,1
Trash bags scattered on the street at the highway.,domestic_trash,9.0,high,highway,0,1
Household waste has been left outside for several days. The smell is strong and many people are complaining.,garbage,8.5,high,school,2,1
"Bus-stop sign cracked with a loose edge in Biratnagar, buses are stopping in the traffic lane.",road_damaged_sign,6.5,high,commercial,6,1
"Residential drain partly blocked by leaves since yesterday, water drains slowly during rain.",drainage,5.0,medium,public,1,3
"Highway drain covered by construction debris after recent rain, water cannot reach the outlet.",drainage,6.0,medium,industrial,1,3
"Covered drain collapsed beside the road after recent rain, pedestrians could fall into the opening.",drainage,8.5,high,public,1,1
"Pedestrian underpass covered with illegal advertising on a residential road, residents have requested cleaning.",vandalism,4.0,low,residential,8,2
"One-way sign missing from its pole in Janakpur, drivers are taking wrong turns and causing traffic.",road_damaged_sign,6.0,medium,school,6,3
"Bus-stop sign fallen into a drain in a commercial area, buses are stopping in the traffic lane.",road_damaged_sign,7.0,high,commercial,6,1
"स्टप साइन आवासीय क्षेत्र को चोकमा ढलेको छ, गाडीहरू रोकिँदैनन्। नयाँ साइन राख्नुपर्यो।",road_damaged_sign,6.3,high,residential,6,1
Household waste has been left outside for several days. Rain is washing some of the waste onto the road.,garbage,8.0,high,residential,2,1
"Motorcycles blocking a residential driveway, residents cannot move their vehicles.",illegal_parking,4.5,medium,residential,3,3
"Public bin overflowing onto the pavement, near the road junction.",trash,7.0,high,highway,7,1
"Sharp-bend sign missing from its pole in a public area, night drivers cannot see the hazard.",road_damaged_sign,8.5,high,public,6,1
Wind has scattered plastic waste and paper across the area around an overflowing public bin beside the public access route.,trash,5.0,medium,public,7,3
"Bridge-load sign knocked down on a residential road, heavy vehicles may enter an unsafe bridge.",road_damaged_sign,9.5,critical,residential,6,0
The garbage bin is full and waste is falling onto the ground. The collection vehicle has not come recently.,garbage,9.0,critical,hospital,2,0
The garbage bin is full and waste is falling onto the ground. People are having to walk around the garbage.,garbage,5.0,medium,residential,2,3
Garbage is collecting near houses and the smell is getting worse. Some bags have been torn open.,garbage,6.5,high,residential,2,1
Fohor drain najik jamma bhayera pani bagna garo bhako cha. Yesto fohor uthauna paryo.,garbage,9.5,critical,school,2,0
The highway shoulder is badly damaged and contains loose concrete pieces that could affect traffic near the shopping area.,infrastructure,6.5,medium,commercial,4,3
A pothole is causing buses and cars to slow down. Only a small part of the road is affected.,pothole,3.5,low,hospital,5,2
"School boundary wall defaced with large drawings near an industrial road, damage is visible from the school gate.",vandalism,5.5,medium,industrial,8,3
"Plastic wrappers, cans, and food containers are scattered along the public walkway beside the factory service route.",trash,7.0,high,industrial,7,1
"A damaged retaining wall is showing visible cracks and appears unstable beside the access road, near the community area.",infrastructure,5.5,medium,public,4,3
